Filial;Pagador;Remetente;Origem;UF Origem;Destinatario;Destino;UF Destino;Modal do Frete;Data frete;Documento;Série;Classificação;Volumes;Peso Taxado;Valor NF;Valor Frete;Frete Compra;Frete compra rodoviário;Frete compra aéreo;Manifesto;Manifesto entregas;Manifesto coletas;Manifesto coletas reversa;Manifesto transferências;Manifesto despachos;Manifesto retiradas;Agentes;Agente coleta;Agente entrega;Comissões;Imposto com Difal;Despesa Operacional;Imposto;Imposto com Complementares;Outros Impostos;Seguro;Total Despesas;Margem;% Margem;Tipo de frete;Documento Origem
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;UPL DO BRASIL INDUSTRIA E COMERCIO DE INSUMOS AGROPEC SA;Ituverava;SP;Rodoviário;02/02/2026 17:49;68443/48137;"=""1""";;"=""500""";2880,000;70.920,00;9.059,92;0,00;0,00;0,00;5.255,08;5.255,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.087,19;0,00;1.087,19;1.449,59;362,40;0,00;6.704,67;2.355,25;26,00;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;ICONIC LUBRIFICANTES S.A;Duque de Caxias;RJ;Rodoviário;02/02/2026 17:54;68457/48138;"=""1""";;"=""48""";2428,800;45.066,82;5.323,86;0,00;0,00;0,00;2.863,28;2.863,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;638,86;0,00;638,86;851,81;212,95;0,00;3.715,09;1.608,77;30,22;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;02/02/2026 17:58;68448/48141;"=""1""";;"=""37""";2830,000;26.212,98;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;ICONIC LUBRIFICANTES S.A;Duque de Caxias;RJ;Rodoviário;02/02/2026 18:00;68458/48139;"=""1""";;"=""48""";2428,800;45.066,82;5.867,74;0,00;0,00;0,00;2.875,20;2.875,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;638,86;0,00;638,86;938,84;212,95;0,00;3.814,04;2.053,70;35,00;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;ICONIC LUBRIFICANTES S.A;Duque de Caxias;RJ;Rodoviário;02/02/2026 18:00;68790/48548;"=""1""";;"=""48""";2428,800;45.066,82;;0,00;;;;;;;;;;;;;;65,27;;65,27;;21,76;;;;0,00;Complementar;68458/48139
ENTREGAMAX TAUBATE ;CAMPO LIMPO RESINAS [CLRES];CAMPO LIMPO RESINAS [CLRES];Taubaté;SP;FOX SOLUTIONS INDUSTRIA E COMERCIO DE PLASTICOS LTDA;Várzea Paulista;SP;Rodoviário;02/02/2026 18:05;68447/48142;"=""1""";;"=""40""";26112,000;107.380,00;4.505,85;0,00;0,00;0,00;2.404,36;2.404,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;540,70;0,00;540,70;720,93;180,23;0,00;3.125,29;1.380,56;30,64;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;UPL DO BRASIL INDUSTRIA E COMERCIO DE INSUMOS AGROPECUARIOS;Salto de Pirapora;SP;Rodoviário;02/02/2026 18:10;68449/48143;"=""1""";;"=""44""";2816,000;77.451,00;4.958,72;0,00;0,00;0,00;2.274,34;2.274,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;595,05;0,00;595,05;793,40;198,35;0,00;3.067,74;1.890,98;38,13;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO TAMPAS [CLTMP];CAMPO LIMPO TAMPAS [CLTMP];Taubaté;SP;UPL DO BRASIL INDUSTRIA E COMERCIO DE INSUMOS AGROPECUARIOS;Salto de Pirapora;SP;Rodoviário;02/02/2026 18:21;68450/48144;"=""1""";;"=""15""";3637,200;254.433,06;5.159,83;0,00;0,00;0,00;2.274,34;2.274,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;619,18;0,00;619,18;825,57;206,39;0,00;3.099,91;2.059,92;39,92;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;TRADECORP DO BRASIL COMERCIO DE INSUMOS AGRICOLAS LTDA;Monte Mor;SP;Rodoviário;02/02/2026 18:50;68454/48145;"=""1""";;"=""32""";1820,160;52.255,66;2.922,86;0,00;0,00;0,00;2.380,37;2.380,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;277,11;0,00;277,11;467,67;92,37;0,00;2.848,04;74,82;2,56;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;TRADECORP DO BRASIL COMERCIO DE INSUMOS AGRICOLAS LTDA;Monte Mor;SP;Rodoviário;02/02/2026 18:50;68782/48539;"=""1""";;"=""32""";1820,160;52.255,66;;0,00;;;;;;;;;;;;;;73,64;;73,64;;24,55;;;;0,00;Complementar;68454/48145
ENTREGAMAX TAUBATE ;CAMPO LIMPO TAMPAS [CLTMP];CAMPO LIMPO TAMPAS [CLTMP];Taubaté;SP;TRADECORP DO BRASIL COMERCIO DE INSUMOS AGRICOLAS LTDA;Monte Mor;SP;Rodoviário;02/02/2026 18:55;68455/48146;"=""1""";;"=""1""";210,000;9.901,50;2.261,08;0,00;0,00;0,00;274,63;274,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;271,33;540,00;271,33;361,77;90,44;0,00;1.176,40;1.084,68;47,97;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;CTVA PROTECAO DE CULTIVOS LTDA;Paulínia;SP;Rodoviário;02/02/2026 18:58;68451/48147;"=""1""";;"=""26""";2184,000;54.074,96;4.023,44;0,00;0,00;0,00;2.181,96;2.181,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;482,81;0,00;482,81;643,75;160,94;0,00;2.825,71;1.197,73;29,77;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP SJP [GPA];São José dos Pinhais;PR;VOLKSWAGEN DO BRASIL, LTDA.;São José dos Pinhais;PR;Rodoviário;02/02/2026 18:59;2882/48149;;;"=""4""";4,000;9.906,15;1.117,20;0,00;0,00;0,00;600,00;600,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,80;0,00;22,80;67,49;44,69;0,00;667,49;449,71;40,25;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;SYNGENTA PROTECAO DE CULTIVOS LTDA;Indaiatuba;SP;Rodoviário;02/02/2026 19:02;68452/48148;"=""1""";;"=""296""";3256,000;71.144,34;4.451,80;0,00;0,00;0,00;2.379,36;2.379,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;534,22;0,00;534,22;712,29;178,07;0,00;3.091,65;1.360,15;30,55;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Indaiatuba;SP;REZENDE;Taubaté;SP;Rodoviário;02/02/2026 19:42;68465/48150;"=""1""";;"=""1""";341,500;13.567,50;1.961,00;0,00;0,00;0,00;1.172,60;1.172,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;235,32;0,00;235,32;313,76;78,44;0,00;1.486,36;474,64;24,20;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];REZENDE;Indaiatuba;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;02/02/2026 19:50;"=""48151""";;;"=""0""";0,000;0,00;1.961,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;235,32;0,00;235,32;313,76;78,44;0,00;313,76;1.647,24;84,00;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;UPL DO BRASIL INDUSTRIA E COMERCIO DE INSUMOS AGROPECUARIOS;Salto de Pirapora;SP;Rodoviário;02/02/2026 20:35;68456/48152;"=""1""";;"=""44""";2816,000;77.451,00;2.999,27;0,00;0,00;0,00;2.274,34;2.274,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;359,91;0,00;359,91;479,88;119,97;0,00;2.754,22;245,05;8,17;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP SJP [GPA];São José dos Pinhais;PR;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;02/02/2026 21:25;7152/48153;"=""2""";;"=""29""";18315,000;155.251,56;6.800,00;0,00;0,00;0,00;3.306,90;3.306,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;816,00;0,00;816,00;1.088,00;272,00;0,00;4.394,90;2.405,10;35,37;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;02/02/2026 21:29;68460/48155;"=""1""";;"=""40""";4023,320;158.367,28;1.836,00;0,00;0,00;0,00;1.312,48;1.312,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;220,32;0,00;220,32;293,76;73,44;0,00;1.606,24;229,76;12,51;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP STA ISABEL [GSN];Santa Isabel;SP;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;02/02/2026 21:31;68459/48154;"=""1""";;"=""5""";5,000;339.735,79;6.800,00;0,00;0,00;0,00;3.000,00;3.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;816,00;0,00;816,00;1.088,00;272,00;0,00;4.088,00;2.712,00;39,88;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP GRAVATAI [GRA];Gravataí;RS;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;02/02/2026 21:53;7153/48156;"=""2""";;"=""2""";2,000;212.735,08;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;USIMABE USINAGEM E FERRAMENTARIA LTDA;Santa Branca;SP;Rodoviário;02/02/2026 21:56;68461/48157;"=""1""";;"=""1""";10,000;201,63;522,00;0,00;0,00;0,00;313,60;313,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;62,64;0,00;62,64;83,52;20,88;0,00;397,12;124,88;23,92;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];BENTELER;Campinas;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;02/02/2026 22:06;68462/48158;"=""1""";;"=""72""";23052,790;435.715,46;3.626,00;0,00;0,00;0,00;2.768,96;2.768,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;435,12;0,00;435,12;580,16;145,04;0,00;3.349,12;276,88;7,64;Normal;
ENTREGAMAX TAUBATE ;PELZER TBT [PLZRTBT];OBER S/A;Nova Odessa;SP;PELZER TBT [PLZRTBT];Taubaté;SP;Rodoviário;02/02/2026 22:18;68463/48160;"=""1""";;"=""5""";2649,500;47.464,00;4.074,39;0,00;0,00;0,00;2.394,00;2.394,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;488,93;0,00;488,93;651,91;162,98;0,00;3.045,91;1.028,48;25,24;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP SJP [GPA];São José dos Pinhais;PR;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;02/02/2026 22:32;7154/48159;"=""2""";;"=""30""";9084,000;106.866,06;4.628,00;0,00;0,00;0,00;4.199,99;4.199,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;555,36;0,00;555,36;740,48;185,12;0,00;4.940,47;-312,47;-6,75;Normal;
ENTREGAMAX GRAVATAI;GESTAMP GRAVATAI [GRA];GESTAMP TBT P1 [MBB];Taubaté;SP;GESTAMP GRAVATAI [GRA];Gravataí;RS;Rodoviário;02/02/2026 23:33;2347/3764;"=""2""";;"=""3""";3,000;231.016,30;7.200,00;0,00;0,00;0,00;5.005,50;5.005,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;864,00;0,00;864,00;1.152,00;288,00;0,00;6.157,50;1.042,50;14,48;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];ENTREGAMAX TAUBATE ;São José dos Pinhais;PR;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;02/02/2026 23:45;2883/48162;;;"=""14""";14,000;14,00;1.117,20;0,00;0,00;0,00;500,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,80;0,00;22,80;67,49;44,69;0,00;567,49;549,71;49,20;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP STA ISABEL [GSN];Santa Isabel;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;03/02/2026 00:09;68467/48163;"=""1""";;"=""30""";1000,000;14.778,30;1.285,00;0,00;0,00;0,00;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;154,20;0,00;154,20;205,60;51,40;0,00;205,61;1.079,39;84,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP SJP [GPA];São José dos Pinhais;PR;GESTAMP GRAVATAI [GRA];Gravataí;RS;Rodoviário;03/02/2026 00:44;7155/48164;"=""2""";;"=""3""";1502,000;98.754,04;8.900,00;0,00;0,00;0,00;6.146,00;6.146,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.068,00;0,00;1.068,00;1.424,00;356,00;0,00;7.570,00;1.330,00;14,94;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;SIONTI INDUSTRIA METALURGICA LIMITADA;Diadema;SP;Rodoviário;03/02/2026 01:26;68759/48165;"=""1""";;"=""1""";1000,000;16,00;1.800,00;0,00;0,00;0,00;800,00;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;216,00;0,00;216,00;288,00;72,00;0,00;1.088,00;712,00;39,56;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;03/02/2026 02:49;68469/48166;"=""1""";;"=""1""";100,000;1.985,05;960,00;0,00;0,00;0,00;725,24;725,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;115,20;0,00;115,20;153,60;38,40;0,00;878,84;81,16;8,45;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;REZENDE;Indaiatuba;SP;Rodoviário;03/02/2026 03:11;68470/48167;"=""1""";;"=""1""";100,000;9.058,40;640,00;0,00;0,00;0,00;490,00;490,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;76,80;0,00;76,80;102,40;25,60;0,00;592,40;47,60;7,44;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;03/02/2026 05:34;68471/48168;"=""1""";;"=""11""";3145,980;41.741,79;2.050,00;0,00;0,00;0,00;1.531,40;1.531,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;246,00;0,00;246,00;328,00;82,00;0,00;1.859,40;190,60;9,30;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;03/02/2026 05:45;68472/48169;"=""1""";;"=""3""";600,840;6.462,51;3.190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;382,80;0,00;382,80;510,40;127,60;0,00;510,40;2.679,60;84,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;REZENDE;Indaiatuba;SP;Rodoviário;03/02/2026 05:51;68473/48170;"=""1""";;"=""1""";100,000;54.432,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;03/02/2026 05:53;68475/48172;"=""1""";;"=""11""";941,610;33.950,57;1.620,00;0,00;0,00;0,00;500,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;194,40;0,00;194,40;259,20;64,80;0,00;759,20;860,80;53,14;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;03/02/2026 05:57;68474/48171;"=""1""";;"=""1""";100,000;15.150,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];REZENDE;Indaiatuba;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;03/02/2026 06:25;68491/48173;"=""1""";;"=""5""";110,000;112.595,26;4.107,00;0,00;0,00;0,00;1.850,00;1.850,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;492,84;0,00;492,84;657,12;164,28;0,00;2.507,12;1.599,88;38,95;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP TBT P1 [MBB];Taubaté;SP;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;03/02/2026 07:22;68476/48174;"=""1""";;"=""2""";9944,866;111.368,60;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];REZENDE;Indaiatuba;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;03/02/2026 08:56;68477/48175;"=""1""";;"=""25""";350,000;6.146,66;1.280,00;0,00;0,00;0,00;867,20;867,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;153,60;0,00;153,60;204,80;51,20;0,00;1.072,00;208,00;16,25;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];GESTAMP STA ISABEL [GSN];Santa Isabel;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;03/02/2026 09:05;68478/48176;"=""1""";;"=""5""";100,000;2.200,00;1.176,00;0,00;0,00;0,00;1.019,72;1.019,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;141,12;0,00;141,12;188,16;47,04;0,00;1.207,88;-31,88;-2,71;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;SIONTI INDUSTRIA METALURGICA LIMITADA;Diadema;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;03/02/2026 09:05;68760/48177;"=""1""";;"=""1""";1000,000;16,00;1.800,00;0,00;0,00;0,00;458,34;458,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;216,00;0,00;216,00;288,00;72,00;0,00;746,34;1.053,66;58,54;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];GESTAMP STA ISABEL [GSN];Santa Isabel;SP;CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;Rodoviário;03/02/2026 09:28;68480/48178;"=""1""";;"=""4""";500,000;8.666,67;1.016,00;0,00;0,00;0,00;712,48;712,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;121,92;0,00;121,92;162,56;40,64;0,00;875,04;140,96;13,87;Normal;
ENTREGAMAX TAUBATE ;PELZER TBT [PLZRTBT];INYLBRA INDUSTRIA E COMERCIO LTDA;Diadema;SP;PELZER TBT [PLZRTBT];Taubaté;SP;Rodoviário;03/02/2026 09:38;68481/48179;"=""1""";;"=""12""";8300,000;137.376,00;3.512,36;0,00;0,00;0,00;1.752,58;1.752,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;421,48;0,00;421,48;561,97;140,49;0,00;2.314,55;1.197,81;34,10;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];REZENDE;Indaiatuba;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;03/02/2026 09:44;68482/48180;"=""1""";;"=""20""";300,000;104.867,84;2.156,00;0,00;0,00;0,00;400,00;400,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;258,72;0,00;258,72;344,96;86,24;0,00;744,96;1.411,04;65,45;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];ENTREGAMAX TAUBATE ;Taubaté;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;03/02/2026 09:51;2884/48181;;;"=""0""";0,000;0,00;13.658,46;0,00;0,00;0,00;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;718,87;0,00;718,87;1.265,21;546,34;0,00;1.265,22;12.393,24;90,74;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP STA ISABEL [GSN];Santa Isabel;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;03/02/2026 09:53;68483/48182;"=""1""";;"=""67""";4339,780;103.582,77;1.285,00;0,00;0,00;0,00;1.119,72;1.119,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;154,20;0,00;154,20;205,60;51,40;0,00;1.325,32;-40,32;-3,14;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];ENTREGAMAX TAUBATE ;Taubaté;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;03/02/2026 09:55;2885/48183;;;"=""0""";0,000;0,00;26.599,05;0,00;0,00;0,00;16.000,00;16.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.399,95;0,00;1.399,95;2.463,91;1.063,96;0,00;18.463,91;8.135,14;30,58;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];GESTAMP STA ISABEL [GSN];Santa Isabel;SP;REZENDE;Indaiatuba;SP;Rodoviário;03/02/2026 10:25;68484/48184;"=""1""";;"=""2""";500,000;24.000,00;2.156,00;0,00;0,00;0,00;1.370,00;1.370,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;258,72;0,00;258,72;344,96;86,24;0,00;1.714,96;441,04;20,46;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;Rodoviário;03/02/2026 10:35;68485/48185;"=""1""";;"=""75""";1500,000;70.981,20;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX GRAVATAI;GESTAMP GRAVATAI [GRA];GESTAMP GRAVATAI [GRA];Gravataí;RS;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;03/02/2026 10:49;1826/3765;"=""1""";;"=""2""";5395,750;665.012,51;4.000,00;0,00;0,00;0,00;3.073,00;3.073,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;480,00;0,00;480,00;640,00;160,00;0,00;3.713,00;287,00;7,18;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;Z.B.V. METALURGICA, INDUSTRIA E COM ERCI LTDA.;Leme;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;03/02/2026 12:53;68486/48186;"=""1""";;"=""2""";1100,000;86,30;4.600,00;0,00;0,00;0,00;1.831,64;1.831,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;552,00;0,00;552,00;736,00;184,00;0,00;2.567,64;2.032,36;44,18;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;CTVA PROTECAO DE CULTIVOS LTDA;Paulínia;SP;Rodoviário;03/02/2026 13:55;68489/48188;"=""1""";;"=""22""";2904,000;68.552,48;4.039,90;0,00;0,00;0,00;2.181,96;2.181,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;484,79;0,00;484,79;646,39;161,60;0,00;2.828,35;1.211,55;29,99;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];MAXIFORJA COMPONENTES AUTOMOTIVOS LTDA;Canoas;RS;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;03/02/2026 14:49;7156/48189;"=""2""";;"=""10""";4700,000;307.636,35;9.000,00;0,00;0,00;0,00;4.249,99;4.249,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.080,00;0,00;1.080,00;1.440,00;360,00;0,00;5.689,99;3.310,01;36,78;Normal;
PA - RIBEIRÃO PRETO;CAMPO LIMPO RIB PRETO [CLRP];CAMPO LIMPO RIB PRETO [CLRP];Ribeirão Preto;SP;SYNGENTA PROTECAO DE CULTIVOS LTDA;Paulínia;SP;Rodoviário;03/02/2026 15:04;68490/500;"=""1""";;"=""1""";3960,000;80.126,28;11.600,64;0,00;0,00;0,00;2.414,98;2.414,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;513,07;0,00;513,07;2.204,12;299,29;0,00;4.619,10;6.981,54;60,18;Normal;
PA - RIBEIRÃO PRETO;CAMPO LIMPO RIB PRETO [CLRP];CAMPO LIMPO RIB PRETO [CLRP];Ribeirão Preto;SP;SYNGENTA PROTECAO DE CULTIVOS LTDA;Paulínia;SP;Rodoviário;03/02/2026 15:04;68702/501;"=""1""";;"=""1""";3960,000;80.126,28;;0,00;;;;;;;;;;;;;;879,01;;879,01;;512,75;;;;0,00;Complementar;68490/500
